"Step","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_5","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_5__MIN","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_5__MAX"
"1","46.52406311035156","46.52406311035156","46.52406311035156"
"2","1.7468805313110352","1.7468805313110352","1.7468805313110352"
"3","1.7468805313110352","1.7468805313110352","1.7468805313110352"
"4","4.349376201629639","4.349376201629639","4.349376201629639"
"5","12.335115432739258","12.335115432739258","12.335115432739258"
"6","11.336897850036621","11.336897850036621","11.336897850036621"
"7","11.336897850036621","11.336897850036621","11.336897850036621"
"8","11.336897850036621","11.336897850036621","11.336897850036621"
"9","12.549019813537598","12.549019813537598","12.549019813537598"
"10","28.912654876708984","28.912654876708984","28.912654876708984"
"11","38.25312042236328","38.25312042236328","38.25312042236328"
"12","46.452762603759766","46.452762603759766","46.452762603759766"
"13","60","60","60"
"14","66.59536743164062","66.59536743164062","66.59536743164062"
"15","69.66131591796875","69.66131591796875","69.66131591796875"
"16","69.8752212524414","69.8752212524414","69.8752212524414"
"17","71.12299346923828","71.12299346923828","71.12299346923828"
"18","71.22994232177734","71.22994232177734","71.22994232177734"
"19","72.47771453857422","72.47771453857422","72.47771453857422"
"20","72.19251251220703","72.19251251220703","72.19251251220703"
"21","72.62032318115234","72.62032318115234","72.62032318115234"
"22","73.08377838134766","73.08377838134766","73.08377838134766"
"23","73.36898040771484","73.36898040771484","73.36898040771484"
"24","73.40463256835938","73.40463256835938","73.40463256835938"
"25","73.65419006347656","73.65419006347656","73.65419006347656"
"26","73.90373992919922","73.90373992919922","73.90373992919922"
"27","73.0124740600586","73.0124740600586","73.0124740600586"
"28","73.5828857421875","73.5828857421875","73.5828857421875"
"29","73.61853790283203","73.61853790283203","73.61853790283203"
"30","73.4402847290039","73.4402847290039","73.4402847290039"
"31","73.36898040771484","73.36898040771484","73.36898040771484"
"32","73.5828857421875","73.5828857421875","73.5828857421875"
"33","73.36898040771484","73.36898040771484","73.36898040771484"
"34","73.54723358154297","73.54723358154297","73.54723358154297"
"35","73.11943054199219","73.11943054199219","73.11943054199219"
"36","73.04812622070312","73.04812622070312","73.04812622070312"
"37","73.19072723388672","73.19072723388672","73.19072723388672"
"38","73.11943054199219","73.11943054199219","73.11943054199219"
"39","72.83422088623047","72.83422088623047","72.83422088623047"
"40","72.94117736816406","72.94117736816406","72.94117736816406"
"41","72.62032318115234","72.62032318115234","72.62032318115234"
"42","72.08556365966797","72.08556365966797","72.08556365966797"
"43","72.54901885986328","72.54901885986328","72.54901885986328"
"44","72.33511352539062","72.33511352539062","72.33511352539062"
"45","72.2994613647461","72.2994613647461","72.2994613647461"
"46","72.0142593383789","72.0142593383789","72.0142593383789"
"47","72.44207000732422","72.44207000732422","72.44207000732422"
"48","72.40641784667969","72.40641784667969","72.40641784667969"
"49","72.33511352539062","72.33511352539062","72.33511352539062"
"50","72.54901885986328","72.54901885986328","72.54901885986328"
"51","72.37076568603516","72.37076568603516","72.37076568603516"
"52","72.12120819091797","72.12120819091797","72.12120819091797"
"53","72.2638168334961","72.2638168334961","72.2638168334961"
"54","72.2638168334961","72.2638168334961","72.2638168334961"
"55","71.97860717773438","71.97860717773438","71.97860717773438"
"56","72.2994613647461","72.2994613647461","72.2994613647461"
"57","72.33511352539062","72.33511352539062","72.33511352539062"
"58","72.2638168334961","72.2638168334961","72.2638168334961"
"59","72.54901885986328","72.54901885986328","72.54901885986328"
"60","72.08556365966797","72.08556365966797","72.08556365966797"
"61","72.08556365966797","72.08556365966797","72.08556365966797"
"62","72.08556365966797","72.08556365966797","72.08556365966797"
"63","71.83600616455078","71.83600616455078","71.83600616455078"
"64","72.0142593383789","72.0142593383789","72.0142593383789"
"65","71.94295501708984","71.94295501708984","71.94295501708984"
"66","71.76470184326172","71.76470184326172","71.76470184326172"
"67","72.0142593383789","72.0142593383789","72.0142593383789"
"68","71.90731048583984","71.90731048583984","71.90731048583984"
"69","71.94295501708984","71.94295501708984","71.94295501708984"
"70","72.19251251220703","72.19251251220703","72.19251251220703"
"71","72.37076568603516","72.37076568603516","72.37076568603516"
"72","72.33511352539062","72.33511352539062","72.33511352539062"
"73","72.08556365966797","72.08556365966797","72.08556365966797"
"74","72.2994613647461","72.2994613647461","72.2994613647461"
"75","72.37076568603516","72.37076568603516","72.37076568603516"
"76","72.08556365966797","72.08556365966797","72.08556365966797"
"77","71.97860717773438","71.97860717773438","71.97860717773438"
"78","72.33511352539062","72.33511352539062","72.33511352539062"
"79","72.12120819091797","72.12120819091797","72.12120819091797"
"80","72.22816467285156","72.22816467285156","72.22816467285156"
