"Step","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_3","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_3__MIN","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_3__MAX"
"1","31.22994613647461","31.22994613647461","31.22994613647461"
"2","0.14260248839855194","0.14260248839855194","0.14260248839855194"
"3","0.14260248839855194","0.14260248839855194","0.14260248839855194"
"4","1.8181817531585693","1.8181817531585693","1.8181817531585693"
"5","11.479500770568848","11.479500770568848","11.479500770568848"
"6","11.479500770568848","11.479500770568848","11.479500770568848"
"7","11.479500770568848","11.479500770568848","11.479500770568848"
"8","11.479500770568848","11.479500770568848","11.479500770568848"
"9","11.479500770568848","11.479500770568848","11.479500770568848"
"10","14.36720085144043","14.36720085144043","14.36720085144043"
"11","15.543671607971191","15.543671607971191","15.543671607971191"
"12","20.35650634765625","20.35650634765625","20.35650634765625"
"13","24.91978645324707","24.91978645324707","24.91978645324707"
"14","31.336898803710938","31.336898803710938","31.336898803710938"
"15","34.2245979309082","34.2245979309082","34.2245979309082"
"16","35.08021545410156","35.08021545410156","35.08021545410156"
"17","35.329769134521484","35.329769134521484","35.329769134521484"
"18","36.72014236450195","36.72014236450195","36.72014236450195"
"19","36.042781829833984","36.042781829833984","36.042781829833984"
"20","34.43850326538086","34.43850326538086","34.43850326538086"
"21","35.543670654296875","35.543670654296875","35.543670654296875"
"22","35.543670654296875","35.543670654296875","35.543670654296875"
"23","35.15151596069336","35.15151596069336","35.15151596069336"
"24","35.40106964111328","35.40106964111328","35.40106964111328"
"25","35.543670654296875","35.543670654296875","35.543670654296875"
"26","35.935829162597656","35.935829162597656","35.935829162597656"
"27","35.935829162597656","35.935829162597656","35.935829162597656"
"28","36.14973068237305","36.14973068237305","36.14973068237305"
"29","36.00712966918945","36.00712966918945","36.00712966918945"
"30","35.543670654296875","35.543670654296875","35.543670654296875"
"31","35.222816467285156","35.222816467285156","35.222816467285156"
"32","34.866310119628906","34.866310119628906","34.866310119628906"
"33","34.2958984375","34.2958984375","34.2958984375"
"34","34.474151611328125","34.474151611328125","34.474151611328125"
"35","34.260250091552734","34.260250091552734","34.260250091552734"
"36","34.01069641113281","34.01069641113281","34.01069641113281"
"37","34.117645263671875","34.117645263671875","34.117645263671875"
"38","34.260250091552734","34.260250091552734","34.260250091552734"
"39","34.01069641113281","34.01069641113281","34.01069641113281"
"40","34.260250091552734","34.260250091552734","34.260250091552734"
"41","34.509803771972656","34.509803771972656","34.509803771972656"
"42","33.61853790283203","33.61853790283203","33.61853790283203"
"43","33.68983840942383","33.68983840942383","33.68983840942383"
"44","34.2245979309082","34.2245979309082","34.2245979309082"
"45","33.68983840942383","33.68983840942383","33.68983840942383"
"46","33.796791076660156","33.796791076660156","33.796791076660156"
"47","34.08199691772461","34.08199691772461","34.08199691772461"
"48","33.97504425048828","33.97504425048828","33.97504425048828"
"49","34.2245979309082","34.2245979309082","34.2245979309082"
"50","33.903743743896484","33.903743743896484","33.903743743896484"
"51","34.01069641113281","34.01069641113281","34.01069641113281"
"52","33.5115852355957","33.5115852355957","33.5115852355957"
"53","33.72549057006836","33.72549057006836","33.72549057006836"
"54","33.796791076660156","33.796791076660156","33.796791076660156"
"55","33.47593688964844","33.47593688964844","33.47593688964844"
"56","33.547237396240234","33.547237396240234","33.547237396240234"
"57","34.01069641113281","34.01069641113281","34.01069641113281"
"58","34.117645263671875","34.117645263671875","34.117645263671875"
"59","34.01069641113281","34.01069641113281","34.01069641113281"
"60","34.153297424316406","34.153297424316406","34.153297424316406"
"61","34.2958984375","34.2958984375","34.2958984375"
"62","34.18894958496094","34.18894958496094","34.18894958496094"
"63","34.616756439208984","34.616756439208984","34.616756439208984"
"64","34.58110427856445","34.58110427856445","34.58110427856445"
"65","34.75935745239258","34.75935745239258","34.75935745239258"
"66","34.33155059814453","34.33155059814453","34.33155059814453"
"67","34.79500961303711","34.79500961303711","34.79500961303711"
"68","34.509803771972656","34.509803771972656","34.509803771972656"
"69","34.2958984375","34.2958984375","34.2958984375"
"70","34.58110427856445","34.58110427856445","34.58110427856445"
"71","35.187164306640625","35.187164306640625","35.187164306640625"
"72","34.65240478515625","34.65240478515625","34.65240478515625"
"73","34.2245979309082","34.2245979309082","34.2245979309082"
"74","34.33155059814453","34.33155059814453","34.33155059814453"
"75","34.33155059814453","34.33155059814453","34.33155059814453"
"76","34.117645263671875","34.117645263671875","34.117645263671875"
"77","34.153297424316406","34.153297424316406","34.153297424316406"
"78","33.93939208984375","33.93939208984375","33.93939208984375"
"79","33.68983840942383","33.68983840942383","33.68983840942383"
"80","33.68983840942383","33.68983840942383","33.68983840942383"
