"Step","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_4","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_4__MIN","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_4__MAX"
"1","33.440284729003906","33.440284729003906","33.440284729003906"
"2","0.926916241645813","0.926916241645813","0.926916241645813"
"3","12.121212005615234","12.121212005615234","12.121212005615234"
"4","12.121212005615234","12.121212005615234","12.121212005615234"
"5","12.121212005615234","12.121212005615234","12.121212005615234"
"6","12.121212005615234","12.121212005615234","12.121212005615234"
"7","12.121212005615234","12.121212005615234","12.121212005615234"
"8","12.121212005615234","12.121212005615234","12.121212005615234"
"9","12.121212005615234","12.121212005615234","12.121212005615234"
"10","18.64527702331543","18.64527702331543","18.64527702331543"
"11","21.889482498168945","21.889482498168945","21.889482498168945"
"12","25.20499038696289","25.20499038696289","25.20499038696289"
"13","32.29946517944336","32.29946517944336","32.29946517944336"
"14","39.500892639160156","39.500892639160156","39.500892639160156"
"15","42.531192779541016","42.531192779541016","42.531192779541016"
"16","42.9233512878418","42.9233512878418","42.9233512878418"
"17","42.994651794433594","42.994651794433594","42.994651794433594"
"18","43.27985763549805","43.27985763549805","43.27985763549805"
"19","43.13725280761719","43.13725280761719","43.13725280761719"
"20","43.030303955078125","43.030303955078125","43.030303955078125"
"21","43.92156982421875","43.92156982421875","43.92156982421875"
"22","43.386810302734375","43.386810302734375","43.386810302734375"
"23","43.20855712890625","43.20855712890625","43.20855712890625"
"24","43.45811080932617","43.45811080932617","43.45811080932617"
"25","43.030303955078125","43.030303955078125","43.030303955078125"
"26","44.099822998046875","44.099822998046875","44.099822998046875"
"27","44.20677185058594","44.20677185058594","44.20677185058594"
"28","43.6363639831543","43.6363639831543","43.6363639831543"
"29","42.9233512878418","42.9233512878418","42.9233512878418"
"30","43.52941131591797","43.52941131591797","43.52941131591797"
"31","43.13725280761719","43.13725280761719","43.13725280761719"
"32","43.5650634765625","43.5650634765625","43.5650634765625"
"33","43.10160446166992","43.10160446166992","43.10160446166992"
"34","43.88591766357422","43.88591766357422","43.88591766357422"
"35","43.10160446166992","43.10160446166992","43.10160446166992"
"36","43.31550598144531","43.31550598144531","43.31550598144531"
"37","43.351158142089844","43.351158142089844","43.351158142089844"
"38","43.244205474853516","43.244205474853516","43.244205474853516"
"39","42.95899963378906","42.95899963378906","42.95899963378906"
"40","43.17290496826172","43.17290496826172","43.17290496826172"
"41","43.06595230102539","43.06595230102539","43.06595230102539"
"42","43.13725280761719","43.13725280761719","43.13725280761719"
"43","43.27985763549805","43.27985763549805","43.27985763549805"
"44","43.52941131591797","43.52941131591797","43.52941131591797"
"45","42.85205078125","42.85205078125","42.85205078125"
"46","43.13725280761719","43.13725280761719","43.13725280761719"
"47","42.9233512878418","42.9233512878418","42.9233512878418"
"48","42.531192779541016","42.531192779541016","42.531192779541016"
"49","43.17290496826172","43.17290496826172","43.17290496826172"
"50","43.27985763549805","43.27985763549805","43.27985763549805"
"51","42.85205078125","42.85205078125","42.85205078125"
"52","42.95899963378906","42.95899963378906","42.95899963378906"
"53","43.49375915527344","43.49375915527344","43.49375915527344"
"54","43.06595230102539","43.06595230102539","43.06595230102539"
"55","42.85205078125","42.85205078125","42.85205078125"
"56","43.13725280761719","43.13725280761719","43.13725280761719"
"57","43.244205474853516","43.244205474853516","43.244205474853516"
"58","42.85205078125","42.85205078125","42.85205078125"
"59","42.78074645996094","42.78074645996094","42.78074645996094"
"60","42.95899963378906","42.95899963378906","42.95899963378906"
"61","42.638145446777344","42.638145446777344","42.638145446777344"
"62","42.281639099121094","42.281639099121094","42.281639099121094"
"63","42.1390380859375","42.1390380859375","42.1390380859375"
"64","42.42424392700195","42.42424392700195","42.42424392700195"
"65","42.45989227294922","42.45989227294922","42.45989227294922"
"66","42.42424392700195","42.42424392700195","42.42424392700195"
"67","42.2103385925293","42.2103385925293","42.2103385925293"
"68","42.70944595336914","42.70944595336914","42.70944595336914"
"69","42.38859176635742","42.38859176635742","42.38859176635742"
"70","42.42424392700195","42.42424392700195","42.42424392700195"
"71","42.638145446777344","42.638145446777344","42.638145446777344"
"72","42.42424392700195","42.42424392700195","42.42424392700195"
"73","42.10338592529297","42.10338592529297","42.10338592529297"
"74","42.281639099121094","42.281639099121094","42.281639099121094"
"75","42.70944595336914","42.70944595336914","42.70944595336914"
"76","42.887699127197266","42.887699127197266","42.887699127197266"
"77","42.74509811401367","42.74509811401367","42.74509811401367"
"78","42.74509811401367","42.74509811401367","42.74509811401367"
"79","42.42424392700195","42.42424392700195","42.42424392700195"
"80","42.49554443359375","42.49554443359375","42.49554443359375"
