"Step","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_1","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_1__MIN","predictor_howscorepredictor_s3512_h6_20240924_103102 - Val/acc_all_1__MAX"
"1","32.54901885986328","32.54901885986328","32.54901885986328"
"2","0.7130124568939209","0.7130124568939209","0.7130124568939209"
"3","2.3529412746429443","2.3529412746429443","2.3529412746429443"
"4","12.156862258911133","12.156862258911133","12.156862258911133"
"5","12.156862258911133","12.156862258911133","12.156862258911133"
"6","12.156862258911133","12.156862258911133","12.156862258911133"
"7","12.156862258911133","12.156862258911133","12.156862258911133"
"8","19.536540985107422","19.536540985107422","19.536540985107422"
"9","20.427806854248047","20.427806854248047","20.427806854248047"
"10","21.35472297668457","21.35472297668457","21.35472297668457"
"11","24.91978645324707","24.91978645324707","24.91978645324707"
"12","27.02317237854004","27.02317237854004","27.02317237854004"
"13","34.54545593261719","34.54545593261719","34.54545593261719"
"14","39.96434783935547","39.96434783935547","39.96434783935547"
"15","39.67914581298828","39.67914581298828","39.67914581298828"
"16","42.673797607421875","42.673797607421875","42.673797607421875"
"17","42.45989227294922","42.45989227294922","42.45989227294922"
"18","41.99643325805664","41.99643325805664","41.99643325805664"
"19","41.99643325805664","41.99643325805664","41.99643325805664"
"20","42.638145446777344","42.638145446777344","42.638145446777344"
"21","41.88948440551758","41.88948440551758","41.88948440551758"
"22","42.95899963378906","42.95899963378906","42.95899963378906"
"23","42.70944595336914","42.70944595336914","42.70944595336914"
"24","42.42424392700195","42.42424392700195","42.42424392700195"
"25","42.10338592529297","42.10338592529297","42.10338592529297"
"26","43.06595230102539","43.06595230102539","43.06595230102539"
"27","42.531192779541016","42.531192779541016","42.531192779541016"
"28","42.673797607421875","42.673797607421875","42.673797607421875"
"29","42.49554443359375","42.49554443359375","42.49554443359375"
"30","42.74509811401367","42.74509811401367","42.74509811401367"
"31","42.531192779541016","42.531192779541016","42.531192779541016"
"32","42.317291259765625","42.317291259765625","42.317291259765625"
"33","42.45989227294922","42.45989227294922","42.45989227294922"
"34","42.60249710083008","42.60249710083008","42.60249710083008"
"35","42.78074645996094","42.78074645996094","42.78074645996094"
"36","42.638145446777344","42.638145446777344","42.638145446777344"
"37","42.03208541870117","42.03208541870117","42.03208541870117"
"38","41.71123123168945","41.71123123168945","41.71123123168945"
"39","42.317291259765625","42.317291259765625","42.317291259765625"
"40","42.0677375793457","42.0677375793457","42.0677375793457"
"41","41.568626403808594","41.568626403808594","41.568626403808594"
"42","41.88948440551758","41.88948440551758","41.88948440551758"
"43","41.99643325805664","41.99643325805664","41.99643325805664"
"44","42.0677375793457","42.0677375793457","42.0677375793457"
"45","42.2103385925293","42.2103385925293","42.2103385925293"
"46","41.71123123168945","41.71123123168945","41.71123123168945"
"47","41.88948440551758","41.88948440551758","41.88948440551758"
"48","41.67557907104492","41.67557907104492","41.67557907104492"
"49","42.03208541870117","42.03208541870117","42.03208541870117"
"50","41.88948440551758","41.88948440551758","41.88948440551758"
"51","42.03208541870117","42.03208541870117","42.03208541870117"
"52","41.925132751464844","41.925132751464844","41.925132751464844"
"53","41.818180084228516","41.818180084228516","41.818180084228516"
"54","42.10338592529297","42.10338592529297","42.10338592529297"
"55","41.960784912109375","41.960784912109375","41.960784912109375"
"56","41.99643325805664","41.99643325805664","41.99643325805664"
"57","42.317291259765625","42.317291259765625","42.317291259765625"
"58","41.818180084228516","41.818180084228516","41.818180084228516"
"59","42.0677375793457","42.0677375793457","42.0677375793457"
"60","41.74687957763672","41.74687957763672","41.74687957763672"
"61","41.88948440551758","41.88948440551758","41.88948440551758"
"62","41.960784912109375","41.960784912109375","41.960784912109375"
"63","42.38859176635742","42.38859176635742","42.38859176635742"
"64","42.24599075317383","42.24599075317383","42.24599075317383"
"65","41.74687957763672","41.74687957763672","41.74687957763672"
"66","42.174686431884766","42.174686431884766","42.174686431884766"
"67","41.818180084228516","41.818180084228516","41.818180084228516"
"68","41.85383224487305","41.85383224487305","41.85383224487305"
"69","42.03208541870117","42.03208541870117","42.03208541870117"
"70","42.174686431884766","42.174686431884766","42.174686431884766"
"71","41.63992691040039","41.63992691040039","41.63992691040039"
"72","42.317291259765625","42.317291259765625","42.317291259765625"
"73","41.78253173828125","41.78253173828125","41.78253173828125"
"74","42.10338592529297","42.10338592529297","42.10338592529297"
"75","42.2103385925293","42.2103385925293","42.2103385925293"
"76","41.85383224487305","41.85383224487305","41.85383224487305"
"77","42.24599075317383","42.24599075317383","42.24599075317383"
"78","42.03208541870117","42.03208541870117","42.03208541870117"
"79","42.281639099121094","42.281639099121094","42.281639099121094"
"80","41.99643325805664","41.99643325805664","41.99643325805664"
